Protein,Localization
DVL2,Cytosol
DVL3,Cytosol
DYNC1H1,Cytosol
DYNC1I2,Cytosol
DYNC1LI1,Cytosol
DYNC1LI2,Cytosol
DYNC2H1,Cytosol
DYNLL1,Cytosol
DYNLL2,Cytosol
DYNLRB1,Cytosol
DYNLT1,Cytosol
DYNLT3,Cytosol
DYRK1A,Cytosol
E2F4,Cytosol
EAF1,Nuclear
EAPP,Nuclear
EARS2,Mitochondria
EBNA1BP2,Nuclear
ECD,Cytosol
ECE1,Secretory
ECH1,Mitochondria
ECHDC2,Nuclear
ECHS1,Mitochondria
ECM1,Cytosol
ECSIT,Mitochondria
ECT2,Secretory
EDC3,Cytosol
EDC4,Cytosol
EDEM3,Secretory
EDF1,Cytosol
EEA1,Nuclear
EED,Nuclear
EEF1A1,Cytosol
EEF1B2,Cytosol
EEF1D,Cytosol
EEF1G,Cytosol
EEF2,Cytosol
EEFSEC,Cytosol
EFHD1,Secretory
EFHD2,Cytosol
EFR3A,Secretory
EGFR,Secretory
EGLN1,Cytosol
EHBP1,Cytosol
EHD1,Cytosol
EHD2,Cytosol
EHD3,Cytosol
EHD4,Cytosol
EHHADH,Secretory
EHMT1,Nuclear
EHMT2,Nuclear
EIF1,Cytosol
EIF1AD,Cytosol
EIF2A,Cytosol
EIF2AK2,Nuclear
EIF2AK4,Cytosol
EIF2B1,Cytosol
EIF2B2,Cytosol
EIF2B3,Cytosol
EIF2B4,Cytosol
EIF2B5,Cytosol
EIF2S1,Cytosol
EIF2S2,Cytosol
EIF2S3,Cytosol
EIF3A,Nuclear
EIF3C,Nuclear
EIF3D,Cytosol
EIF3E,Cytosol
EIF3F,Nuclear
EIF3G,Cytosol
EIF3H,Cytosol
EIF3J,Cytosol
EIF3K,Cytosol
EIF3L,Nuclear
EIF3M,Cytosol
EIF4A1,Cytosol
EIF4A2,Cytosol
EIF4A3,Nuclear
EIF4B,Cytosol
EIF4E,Cytosol
EIF4E2,Cytosol
EIF4EBP1,Cytosol
EIF4EBP2,Cytosol
EIF4G1,Cytosol
EIF4G2,Cytosol
EIF4G3,Cytosol
EIF4H,Cytosol
EIF5,Cytosol
EIF5A,Cytosol
EIF5A2,Cytosol
EIF5B,Cytosol
EIF6,Cytosol
ELAC2,Nuclear
ELAVL1,Nuclear
ELF1,Nuclear
ELF2,Nuclear
ELF3,Nuclear
ELL,Nuclear
ELMO2,Cytosol
ELMO3,Cytosol
ELMOD2,Secretory
ELOF1,Nuclear
ELOVL5,Secretory
ELP2,Cytosol
ELP3,Cytosol
ELP4,Cytosol
EMD,Secretory
EML1,Cytosol
EML2,Cytosol
EML3,Cytosol
EML4,Cytosol
ENAH,Cytosol
ENDOD1,Secretory
ENDOG,Nuclear
ENGASE,Nuclear
ENO1,Cytosol
ENO2,Cytosol
ENO3,Cytosol
ENOPH1,Cytosol
ENOSF1,Cytosol
ENPP1,Secretory
ENPP4,Secretory
ENSA,Cytosol
ENY2,Cytosol
EP300,Nuclear
EP400,Nuclear
EPB41,Mitochondria
EPB41L2,Mitochondria
EPB41L5,Secretory
EPCAM,Secretory
EPHB3,Secretory
EPHB4,Secretory
EPHX1,Secretory
EPHX2,Cytosol
EPN1,Cytosol
EPN2,Mitochondria
EPN3,Mitochondria
EPPK1,Cytosol
EPS15,Cytosol
EPS15L1,Cytosol
EPS8,Cytosol
EPS8L1,Cytosol
EPS8L2,Cytosol
ERAL1,Mitochondria
ERBB2,Secretory
ERBB4,Secretory
ERC1,Cytosol
ERCC2,Nuclear
ERCC3,Nuclear
ERCC4,Nuclear
ERCC5,Nuclear
ERCC6,Nuclear
ERF,Cytosol
ERGIC1,Secretory
ERH,Nuclear
ERI1,Nuclear
ERI3,Cytosol
ERLEC1,Secretory
ERLIN1,Secretory
ERLIN2,Secretory
ERMP1,Secretory
ERP29,Nuclear
ERP44,Secretory
ESD,Cytosol
ESF1,Nuclear
ESRP1,Cytosol
ESRP2,Nuclear
ESYT1,Secretory
ESYT2,Secretory
ETF1,Cytosol
ETFA,Mitochondria
ETFB,Nuclear
ETFDH,Mitochondria
ETV6,Nuclear
EVI5L,Cytosol
EVL,Cytosol
EVPL,Cytosol
EWSR1,Nuclear
EXD2,Mitochondria
EXOC1,Cytosol
EXOC2,Cytosol
EXOC3,Cytosol
EXOC4,Cytosol
EXOC5,Cytosol
EXOC6,Cytosol
EXOC6B,Cytosol
EXOC7,Cytosol
EXOC8,Cytosol
EXOG,Mitochondria
EXOSC1,Nuclear
EXOSC10,Nuclear
EXOSC2,Nuclear
EXOSC3,Nuclear
EXOSC4,Nuclear
EXOSC5,Nuclear
EXOSC6,Nuclear
EXOSC7,Nuclear
EXOSC8,Nuclear
EXOSC9,Nuclear
EYA3,Nuclear
EZH2,Nuclear
EZR,Cytosol
F11R,Secretory
F13A1,Secretory
FAAH,Secretory
FABP5,Cytosol
FADD,Cytosol
FAF1,Cytosol
FAF2,Secretory
FAH,Cytosol
FAHD2A,Cytosol
FAIM,Cytosol
FAM102A,Cytosol
FAM102B,Cytosol
FAM107B,Cytosol
FAM111A,Nuclear
FAM111B,Nuclear
FAM114A1,Cytosol
FAM114A2,Cytosol
FAM120A,Nuclear
FAM120B,Cytosol
FAM120C,Nuclear
FAM136A,Nuclear
FAM162A,Mitochondria
FAM168A,Cytosol
FAM172A,Nuclear
FAM177A1,Secretory
FAM20B,Secretory
FAM3C,Secretory
FAM50A,Nuclear
FAM50B,Nuclear
FAM76B,Nuclear
FAM83F,Secretory
FAM83H,Mitochondria
FAM91A1,Cytosol
FAM98A,Nuclear
FAM98B,Nuclear
FAM98C,Cytosol
FANCI,Nuclear
FARP1,Secretory
FARS2,Mitochondria
FARSA,Nuclear
FASN,Cytosol
FASTKD2,Mitochondria
FASTKD5,Mitochondria
FAT1,Secretory
FBL,Nuclear
FBLIM1,Cytosol
FBLN1,Cytosol
FBP1,Cytosol
FBXL18,Cytosol
FBXL8,Cytosol
FBXO2,Cytosol
FBXO22,Nuclear
FBXO28,Nuclear
FBXO3,Cytosol
FBXO30,Cytosol
FBXO38,Nuclear
FBXO4,Cytosol
FBXO6,Cytosol
FBXO7,Cytosol
FBXW11,Cytosol
FBXW9,Cytosol
FCHO2,Cytosol
FCHSD2,Cytosol
FCN3,Cytosol
FDFT1,Secretory
FDPS,Cytosol
FDX1,Nuclear
FDXR,Mitochondria
FECH,Mitochondria
FEN1,Nuclear
FER,Cytosol
FERMT2,Cytosol
FERMT3,Nuclear
FEZ2,Cytosol
FGD3,Cytosol
FGD4,Cytosol
FGD6,Cytosol
FGGY,Cytosol
FH,Mitochondria
FHIT,Cytosol
FHL1,Cytosol
FHL2,Cytosol
FHL3,Cytosol
FHOD1,Cytosol
FIBP,Cytosol
FIG4,Cytosol
FILIP1L,Cytosol
FIP1L1,Nuclear
FIS1,Mitochondria
FKBP10,Secretory
FKBP11,Secretory
FKBP14,Nuclear
FKBP15,Cytosol
FKBP1A,Cytosol
FKBP2,Nuclear
FKBP3,Cytosol
FKBP4,Cytosol
FKBP5,Nuclear
FKBP7,Nuclear
FKBP8,Secretory
FLAD1,Cytosol
FLII,Cytosol
FLNA,Cytosol
FLNB,Cytosol
FLNC,Cytosol
FLOT1,Secretory
FLOT2,Secretory
FLT1,Secretory
FMN1,Cytosol
FMNL1,Secretory
FMNL2,Secretory
FMR1,Nuclear
FN1,Secretory
FN3K,Cytosol
FN3KRP,Cytosol
FNBP1,Cytosol
FNBP1L,Cytosol
FNBP4,Nuclear
FNDC3A,Secretory
FNDC3B,Secretory
FNTA,Cytosol
FOSL2,Nuclear
FOXA1,Nuclear
FOXJ3,Nuclear
FOXK1,Nuclear
FOXK2,Nuclear
FOXO3,Cytosol
FOXP1,Nuclear
FOXP4,Nuclear
FOXRED1,Mitochondria
FPGT,Cytosol
FRG1,Nuclear
FRK,Secretory
FRMD4A,Cytosol
FRMD8,Secretory
FRYL,Cytosol
FSCN1,Cytosol
FTH1,Nuclear
FTO,Nuclear
FTSJ1,Cytosol
FTSJ3,Nuclear
FUBP1,Nuclear
FUBP3,Nuclear
FUNDC2,Mitochondria
FUS,Nuclear
FUT11,Secretory
FXN,Mitochondria
FXR1,Nuclear
FXR2,Nuclear
FYCO1,Cytosol
FYN,Secretory
G3BP1,Nuclear
G3BP2,Nuclear
G6PD,Cytosol
GAA,Nuclear
GAB1,Cytosol
GAB2,Cytosol
GABARAP,Cytosol
GABARAPL1,Cytosol
GABARAPL2,Cytosol
GABPA,Nuclear
GABPB1,Nuclear
GADD45GIP1,Secretory
GAK,Cytosol
GALC,Secretory
GALE,Cytosol
GALK1,Cytosol
GALK2,Cytosol
GALM,Cytosol
GALNS,Nuclear
GALNT2,Secretory
GALNT3,Secretory
GALNT6,Secretory
GALNT7,Secretory
GALT,Cytosol
GAMT,Cytosol
GAN,Cytosol
GAPDH,Cytosol
GAPVD1,Cytosol
GAR1,Nuclear
GART,Cytosol
GAS6,Cytosol
GATA2,Nuclear
GATA3,Nuclear
GATAD1,Nuclear
GATAD2A,Nuclear
GATAD2B,Nuclear
GBA,Secretory
GBE1,Cytosol
GBF1,Cytosol
GBP2,Cytosol
GBP5,Secretory
GCA,Cytosol
GCAT,Mitochondria
GCC1,Nuclear
GCC2,Secretory
GCDH,Mitochondria
GCLC,Cytosol
GCLM,Cytosol
GDAP1,Mitochondria
GDAP2,Secretory
GDI1,Cytosol
GDI2,Cytosol
GEMIN5,Cytosol
GEMIN6,Nuclear
GET4,Cytosol
GFER,Cytosol
GFM1,Mitochondria
GFM2,Mitochondria
GFOD2,Cytosol
GFPT1,Cytosol
GFPT2,Cytosol
GFRA1,Secretory
GGA1,Cytosol
GGA2,Cytosol
GGA3,Cytosol
GGCT,Cytosol
GGPS1,Cytosol
GHDC,Secretory
GIGYF1,Cytosol
GIGYF2,Nuclear
GINS2,Nuclear
GIPC1,Cytosol
GIPC3,Cytosol
GIT1,Cytosol
GIT2,Cytosol
GLA,Nuclear
GLCCI1,Cytosol
GLE1,Nuclear
GLG1,Secretory
GLIPR2,Secretory
GLMN,Cytosol
GLO1,Cytosol
GLOD4,Cytosol
GLRX,Cytosol
GLRX3,Cytosol
GLS,Mitochondria
GLTP,Cytosol
GLUD1,Mitochondria
GLUL,Cytosol
GLYR1,Nuclear
GM2A,Secretory
GMDS,Cytosol
GMEB1,Nuclear
GMEB2,Nuclear
GMFB,Cytosol
GMFG,Cytosol
GMIP,Cytosol
GMPPA,Cytosol
GMPPB,Cytosol
GMPR,Cytosol
GMPR2,Cytosol
GMPS,Nuclear
GNA11,Secretory
GNA12,Secretory
GNA13,Secretory
GNA14,Secretory
GNAI1,Secretory
GNAI2,Secretory
GNAI3,Secretory
GNAO1,Secretory
GNAQ,Secretory
GNAS,Secretory
GNB1,Secretory
GNB1L,Cytosol
GNB2,Secretory
GNB4,Secretory
GNE,Cytosol
GNG10,Secretory
GNG12,Secretory
GNG5,Secretory
GNL1,Cytosol
GNL2,Nuclear
GNL3,Nuclear
GNL3L,Secretory
GNPDA1,Cytosol
GNPDA2,Cytosol
GNPNAT1,Cytosol
GNPTG,Secretory
GNS,Nuclear
GOLGA1,Secretory
GOLGA2,Secretory
GOLGA3,Cytosol
GOLGA4,Nuclear
GOLGA5,Secretory
GOLGB1,Secretory
GOLIM4,Secretory
GOLM1,Secretory
GOLPH3,Secretory
GOLPH3L,Cytosol
GOPC,Cytosol
GORAB,Nuclear
GORASP1,Secretory
GORASP2,Secretory
GOSR1,Secretory
GOT1,Cytosol
GPATCH1,Nuclear
GPATCH2,Cytosol
GPATCH4,Nuclear
GPATCH8,Nuclear
GPC1,Secretory
GPC4,Secretory
GPC6,Secretory
GPCPD1,Cytosol
GPD1L,Cytosol
GPD2,Mitochondria
GPHN,Cytosol
GPI,Cytosol
GPKOW,Nuclear
GPN1,Cytosol
GPS1,Cytosol
GPSM1,Cytosol
GPT2,Mitochondria
GPX4,Cytosol
GPX8,Secretory
GRB2,Cytosol
GRB7,Cytosol
GREB1,Cytosol
GRHL1,Nuclear
GRHL2,Nuclear
GRHPR,Cytosol
GRIPAP1,Cytosol
GRK6,Secretory
GRN,Secretory
GRPEL1,Mitochondria
GRSF1,Secretory
GRWD1,Nuclear
GSK3A,Cytosol
GSK3B,Cytosol
GSN,Cytosol
GSPT1,Cytosol
GSPT2,Cytosol
GSR,Cytosol
GSS,Cytosol
GSTCD,Cytosol
GSTK1,Secretory
GSTM3,Cytosol
GSTM4,Cytosol
GSTO1,Cytosol
GSTZ1,Cytosol
GTF2B,Nuclear
GTF2E1,Nuclear
GTF2E2,Nuclear
GTF2F1,Nuclear
GTF2F2,Nuclear
GTF2H1,Nuclear
GTF2H3,Nuclear
GTF2H4,Nuclear
GTF3C1,Nuclear
GTF3C2,Nuclear
GTF3C3,Nuclear
GTF3C4,Nuclear
GTF3C5,Nuclear
GTF3C6,Nuclear
GTPBP1,Cytosol
GTPBP10,Secretory
GTPBP3,Mitochondria
GTPBP4,Nuclear
GUF1,Mitochondria
GUK1,Cytosol
GULP1,Mitochondria
GUSB,Secretory
GYG1,Cytosol
GYS1,Cytosol
HABP4,Nuclear
HACL1,Secretory
HADH,Mitochondria
HADHA,Mitochondria
HADHB,Mitochondria
HAGH,Cytosol
HAPLN3,Cytosol
HARS2,Mitochondria
HAT1,Nuclear
HAUS1,Cytosol
HAUS3,Cytosol
HAUS4,Cytosol
HAUS5,Cytosol
HAUS6,Cytosol
HAUS7,Cytosol
HAUS8,Cytosol
HAX1,Mitochondria
HBS1L,Cytosol
HCCS,Mitochondria
HCFC1,Nuclear
HCFC2,Nuclear
HCK,Secretory
HDAC1,Nuclear
HDAC2,Nuclear
HDAC3,Nuclear
HDAC4,Cytosol
HDAC6,Cytosol
HDAC7,Cytosol
HDDC2,Cytosol
HDDC3,Cytosol
HDGF,Nuclear
HDHD2,Cytosol
HEATR1,Nuclear
HEATR3,Cytosol
HEATR5A,Cytosol
HEATR5B,Cytosol
HEATR6,Cytosol
HEBP1,Cytosol
HEBP2,Cytosol
HECA,Cytosol
HECTD1,Cytosol
HECTD3,Cytosol
HELZ,Nuclear
HERC1,Cytosol
HERC2,Secretory
HERC4,Cytosol
HEXIM1,Nuclear
HGS,Cytosol
HIBADH,Mitochondria
HIBCH,Mitochondria
HIF1AN,Cytosol
HINT1,Cytosol
HINT3,Secretory
HIP1,Mitochondria
HIP1R,Cytosol
HIRA,Nuclear
HIRIP3,Nuclear
HK1,Nuclear
HK2,Cytosol
HLA-A,Secretory
HLA-B,Nuclear
HLA-C,Secretory
HLA-DRB1,Secretory
HLA-E,Secretory
HLA-F,Secretory
HLCS,Cytosol
HLTF,Nuclear
HMCN1,Secretory
HMG20A,Nuclear
HMG20B,Nuclear
HMGB1,Nuclear
HMGB2,Nuclear
HMGB3,Nuclear
HMGCL,Mitochondria
HMGCS1,Cytosol
HMGN2,Nuclear
HMGN5,Nuclear
HMOX1,Secretory
HMOX2,Secretory
HNMT,Cytosol
HNRNPA0,Nuclear
HNRNPA1,Nuclear
HNRNPA1L2,Cytosol
HNRNPA2B1,Nuclear
HNRNPA3,Nuclear
HNRNPAB,Nuclear
HNRNPC,Nuclear
HNRNPD,Nuclear
HNRNPF,Nuclear
HNRNPH1,Nuclear
HNRNPH2,Nuclear
HNRNPH3,Nuclear
HNRNPK,Nuclear
HNRNPM,Nuclear
HNRNPR,Nuclear
HNRNPU,Nuclear
HNRNPUL1,Nuclear
HNRNPUL2,Nuclear
HOMER1,Cytosol
HOMER3,Cytosol
HOOK1,Cytosol
HOOK2,Cytosol
HOOK3,Cytosol
HP1BP3,Nuclear
HPCAL1,Cytosol
HPGD,Cytosol
HPRT1,Cytosol
HPS3,Cytosol
HPS5,Cytosol
HPS6,Cytosol
HPX,Cytosol
HRAS,Secretory
HS1BP3,Cytosol
HSBP1,Cytosol
HSCB,Mitochondria
HSD17B10,Mitochondria
HSD17B11,Secretory
HSD17B12,Secretory
HSD17B4,Secretory
HSD17B7,Mitochondria
HSD17B8,Mitochondria
HSDL1,Mitochondria
HSDL2,Mitochondria
HSF1,Nuclear
HSP90AA1,Cytosol
HSP90AB1,Cytosol
HSPA12A,Cytosol
HSPA13,Secretory
HSPA14,Cytosol
HSPA1L,Cytosol
HSPA2,Cytosol
HSPA4,Cytosol
HSPA4L,Cytosol
HSPA5,Nuclear
HSPA6,Cytosol
HSPA8,Cytosol
HSPA9,Mitochondria
HSPB1,Cytosol
HSPB11,Cytosol
HSPB8,Cytosol
HSPBP1,Cytosol
HSPD1,Mitochondria
HSPE1,Mitochondria
HSPG2,Secretory
HSPH1,Cytosol
HTATIP2,Secretory
HTATSF1,Nuclear
HTRA1,Secretory
HTT,Cytosol
HUS1,Nuclear
HUWE1,Cytosol
HYI,Cytosol
HYOU1,Nuclear
IAH1,Cytosol
IARS2,Mitochondria
ICA1,Cytosol
ICAM1,Secretory
IDE,Cytosol
IDH1,Cytosol
IDH2,Mitochondria
IDH3A,Mitochondria
IDH3B,Mitochondria
IDH3G,Mitochondria
IDI1,Cytosol
IFI30,Secretory
IFI35,Cytosol
IFIH1,Cytosol
IFIT5,Cytosol
IFITM3,Cytosol
IFT122,Cytosol
IFT140,Cytosol
IFT172,Cytosol
IFT27,Cytosol
IFT74,Cytosol
IFT81,Cytosol
IGBP1,Cytosol
IGF1R,Secretory
IGF2,Nuclear
IGF2BP2,Nuclear
IGF2R,Secretory
IGFBP2,Secretory
IGFBP3,Secretory
IGFBP4,Secretory
IGFBP5,Nuclear
IGHMBP2,Nuclear
IGSF8,Secretory
IK,Nuclear
IKBIP,Secretory
IKBKB,Cytosol
IKBKG,Cytosol
IL18,Cytosol
IL1RN,Cytosol
IL6ST,Secretory
ILF2,Nuclear
ILF3,Nuclear
ILK,Cytosol
ILKAP,Nuclear
ILVBL,Secretory
IMMT,Mitochondria
IMP3,Nuclear
IMP4,Nuclear
IMPA1,Cytosol
IMPACT,Cytosol
IMPDH1,Cytosol
IMPDH2,Cytosol
INF2,Secretory
ING1,Nuclear
ING4,Nuclear
ING5,Nuclear
INPP1,Cytosol
INPP4A,Cytosol
INPP4B,Cytosol
INPP5B,Cytosol
INPP5F,Cytosol
INPP5K,Secretory
INPPL1,Cytosol
INSR,Secretory
INTS1,Nuclear
INTS12,Nuclear
INTS2,Nuclear
INTS5,Nuclear
INTS6,Nuclear
INTS7,Nuclear
INTS8,Nuclear
INTS9,Nuclear
IP6K1,Secretory
IPO11,Cytosol
IPO13,Cytosol
IPO4,Cytosol
IPO5,Cytosol
IPO7,Cytosol
IPO8,Cytosol
IPO9,Cytosol
IQGAP1,Cytosol
IQGAP2,Cytosol
IQGAP3,Cytosol
IQSEC1,Cytosol
IQSEC2,Cytosol
IRAK1,Cytosol
IRAK4,Cytosol
IREB2,Cytosol
IRF2,Nuclear
IRF2BP1,Nuclear
IRF2BP2,Nuclear
IRF3,Cytosol
IRF5,Cytosol
IRF6,Cytosol
IRF9,Cytosol
IRGQ,Cytosol
IRS1,Cytosol
IRS2,Cytosol
IRX5,Nuclear
ISCA1,Mitochondria
ISCU,Mitochondria
ISG15,Cytosol
ISG20,Cytosol
ISG20L2,Nuclear
ISOC1,Cytosol
ISOC2,Mitochondria
ISYNA1,Cytosol
ITCH,Cytosol
ITFG1,Secretory
ITFG2,Cytosol
ITGA2,Secretory
ITGA5,Secretory
ITGA6,Secretory
ITGAV,Secretory
ITGB1,Secretory
ITGB2,Secretory
ITGB4,Secretory
ITGB5,Secretory
ITGB6,Secretory
ITIH4,Cytosol
ITPA,Cytosol
ITPK1,Cytosol
ITPKB,Cytosol
ITPKC,Cytosol
ITPR1,Secretory
ITPR2,Secretory
ITPR3,Secretory
ITSN1,Cytosol
ITSN2,Nuclear
IVD,Mitochondria
IVNS1ABP,Cytosol
IWS1,Nuclear
JAK1,Secretory
JMJD1C,Nuclear
JMJD6,Nuclear
JUNB,Nuclear
JUND,Nuclear
JUP,Secretory
KALRN,Secretory
KANK2,Secretory
KAT2A,Nuclear
KATNA1,Cytosol
KATNAL2,Cytosol
KATNB1,Cytosol
KCMF1,Cytosol
KCNAB2,Cytosol
KCNK15,Cytosol
KCTD1,Nuclear
KCTD10,Cytosol
KCTD12,Cytosol
KCTD13,Cytosol
KCTD15,Nuclear
KCTD21,Cytosol
KCTD3,Cytosol
KCTD9,Cytosol
KDM1A,Nuclear
KDM2A,Nuclear
KDM3A,Nuclear
KDM3B,Nuclear
KDM4A,Nuclear
KDM4B,Nuclear
KDM5A,Nuclear
KDM5B,Nuclear
KDM5C,Nuclear
KDM6A,Nuclear
KEAP1,Cytosol
KHDRBS1,Nuclear
KHDRBS3,Nuclear
KHNYN,Cytosol
KHSRP,Nuclear
KIAA0100,Secretory
KIAA0319L,Secretory
KIAA0513,Cytosol
KIAA1143,Nuclear
KIAA1191,Cytosol
KIAA1328,Nuclear
KIAA1522,Secretory
KIAA1671,Secretory
KIF11,Cytosol
KIF13A,Cytosol
KIF13B,Cytosol
KIF16B,Cytosol
KIF1B,Cytosol
KIF21A,Cytosol
KIF2A,Nuclear
KIF3A,Cytosol
KIF3B,Cytosol
KIF3C,Cytosol
KIF4A,Nuclear
KIF4B,Cytosol
KIF5B,Cytosol
KIF5C,Cytosol
KIFAP3,Cytosol
KIFC1,Nuclear
KIN,Nuclear
KLC1,Cytosol
KLC2,Cytosol
KLC3,Cytosol
KLC4,Cytosol
KLHDC4,Cytosol
KLHL22,Cytosol
KLHL36,Cytosol
KNTC1,Cytosol
KPNA1,Cytosol
KPNA2,Cytosol
KPNA3,Cytosol
KPNA4,Cytosol
KPNA6,Cytosol
KPNB1,Cytosol
KPTN,Cytosol
KRAS,Secretory
KRI1,Nuclear
KRR1,Nuclear
KRT23,Mitochondria
KRT80,Cytosol
KTI12,Cytosol
KTN1,Secretory
KYNU,Cytosol
L2HGDH,Mitochondria
LACTB,Secretory
LACTB2,Cytosol
LAD1,Nuclear
LAMA3,Secretory
LAMA5,Secretory
LAMB1,Secretory
LAMB2,Secretory
LAMB3,Secretory
LAMC1,Secretory
LAMC2,Secretory
LAMP1,Secretory
LAMP2,Secretory
LANCL1,Cytosol
LANCL2,Cytosol
LAP3,Cytosol
LARP1,Nuclear
LARP1B,Nuclear
LARP4,Secretory
LARP4B,Nuclear
LARP7,Nuclear
LARS2,Mitochondria
LAS1L,Nuclear
LASP1,Cytosol
LBR,Secretory
LCLAT1,Secretory
LCMT1,Cytosol
LCP1,Cytosol
LDB1,Nuclear
LDHA,Cytosol
LDHB,Cytosol
LDHD,Mitochondria
LEMD2,Secretory
LEMD3,Nuclear
LEO1,Nuclear
LETM1,Mitochondria
LGALS1,Cytosol
LGALS3,Cytosol
LGALS3BP,Secretory
LGALS8,Secretory
LGMN,Nuclear
LHPP,Cytosol
LIG1,Nuclear
LIG3,Nuclear
LIG4,Cytosol
LIMCH1,Nuclear
LIMD1,Cytosol
LIMD2,Cytosol
LIMK1,Cytosol
LIMK2,Cytosol
LIMS1,Cytosol
LIN7C,Secretory
LIPA,Secretory
LIPE,Cytosol
LLGL1,Cytosol
LLGL2,Secretory
LMAN1,Secretory
LMAN2,Secretory
LMAN2L,Secretory
LMCD1,Cytosol
LMNA,Nuclear
LMNB1,Nuclear
LMNB2,Nuclear
LMO7,Mitochondria
LMTK2,Secretory
LNPEP,Secretory
LONP1,Mitochondria
LONP2,Secretory
LOXL1,Secretory
LOXL2,Secretory
LPCAT1,Secretory
LPCAT2,Secretory
LPGAT1,Secretory
LPIN1,Cytosol
LPIN2,Cytosol
LPIN3,Cytosol
LPP,Cytosol
LRBA,Cytosol
LRCH1,Secretory
LRCH3,Cytosol
LRCH4,Secretory
LRG1,Cytosol
LRP1,Secretory
LRPAP1,Nuclear
LRPPRC,Mitochondria
LRRC1,Mitochondria
LRRC14,Cytosol
LRRC15,Secretory
LRRC20,Cytosol
LRRC40,Cytosol
LRRC41,Nuclear
LRRC47,Cytosol
LRRC57,Cytosol
LRRC59,Secretory
LRRFIP1,Cytosol
LRRFIP2,Cytosol
LRSAM1,Cytosol
LRWD1,Nuclear
LSG1,Secretory
LSM1,Cytosol
LSM12,Cytosol
LSM14A,Nuclear
LSM14B,Nuclear
LSM3,Cytosol
LSM4,Nuclear
LSM5,Nuclear
LSM6,Nuclear
LSR,Secretory
LSS,Secretory
LTA4H,Cytosol
LTBP1,Secretory
LTBP3,Secretory
LTBP4,Cytosol
LTF,Cytosol
LTV1,Cytosol
LUC7L,Nuclear
LUC7L3,Nuclear
LUM,Cytosol
LUZP1,Nuclear
LXN,Cytosol
LYAR,Nuclear
LYN,Secretory
LYPD3,Secretory
LYPLA1,Cytosol
LYPLA2,Cytosol
LYPLAL1,Cytosol
LYRM7,Mitochondria
LYSMD1,Cytosol
LYSMD2,Cytosol
LZIC,Cytosol
LZTFL1,Cytosol
LZTR1,Cytosol
M6PR,Secretory
MACF1,Cytosol
MACROD1,Mitochondria
MAD1L1,Nuclear
MAD2L1,Cytosol
MAD2L1BP,Cytosol
MADD,Cytosol
MAEA,Cytosol
MAF1,Cytosol
MAGED1,Cytosol
MAGED2,Cytosol
MAGEE1,Cytosol
MAGI3,Cytosol
MAGT1,Secretory
MAK16,Nuclear
MALT1,Cytosol
MAN1A1,Secretory
MAN1B1,Secretory
MAN2A1,Secretory
MAN2C1,Cytosol
MAOA,Mitochondria
MAOB,Mitochondria
MAP1A,Cytosol
MAP1B,Cytosol
MAP1S,Cytosol
MAP2,Cytosol
MAP2K1,Cytosol
MAP2K2,Cytosol
MAP2K3,Cytosol
MAP2K4,Cytosol
MAP2K6,Cytosol
MAP2K7,Cytosol
MAP3K11,Secretory
MAP3K2,Cytosol
MAP3K3,Cytosol
MAP3K4,Cytosol
MAP3K5,Cytosol
MAP3K7,Cytosol
MAP4,Cytosol
MAP4K2,Cytosol
MAP4K4,Nuclear
MAP4K5,Cytosol
MAP7,Nuclear
MAP7D1,Nuclear
MAP7D3,Nuclear
MAPK1,Cytosol
MAPK11,Cytosol
MAPK12,Cytosol
MAPK13,Cytosol
MAPK14,Cytosol
MAPK15,Cytosol
MAPK3,Cytosol
MAPK6,Cytosol
MAPK7,Cytosol
MAPK8,Cytosol
MAPK9,Cytosol
MAPKAP1,Cytosol
MAPKAPK2,Cytosol
MAPKAPK3,Cytosol
MAPKAPK5,Cytosol
MAPRE1,Cytosol
MAPRE2,Cytosol
MAPRE3,Cytosol
MAPT,Cytosol
MARCKSL1,Cytosol
MARK1,Nuclear
MARK2,Secretory
MARK3,Cytosol
MARS2,Mitochondria
MAST4,Cytosol
MASTL,Nuclear
MAT2A,Cytosol
MAT2B,Cytosol
MATN2,Secretory
MATR3,Nuclear
MAVS,Mitochondria
MAX,Nuclear
MAZ,Nuclear
MB,Cytosol
MBD1,Nuclear
MBD2,Nuclear
MBD3,Nuclear
MBNL1,Nuclear
MBNL2,Nuclear
MBNL3,Cytosol
MBOAT7,Secretory
MBP,Cytosol
MCAM,Secretory
MCAT,Mitochondria
MCC,Cytosol
MCCC1,Mitochondria
MCCC2,Mitochondria
MCF2L,Secretory
MCFD2,Secretory
MCL1,Mitochondria
MCM2,Nuclear
MCM3,Nuclear
MCM3AP,Nuclear
MCM4,Nuclear
MCM5,Nuclear
MCM6,Nuclear
MCM7,Nuclear
MCTS1,Cytosol
MDC1,Nuclear
MDH1,Cytosol
MDH2,Mitochondria
MDK,Secretory
MDN1,Nuclear
ME1,Cytosol
ME2,Mitochondria
MEA1,Cytosol
MEAF6,Nuclear
MECP2,Nuclear
MECR,Mitochondria
MED1,Nuclear
MED10,Nuclear
MED12,Nuclear
MED13,Nuclear
MED13L,Nuclear
MED14,Nuclear
MED15,Nuclear
MED16,Nuclear
MED17,Nuclear
MED20,Nuclear
MED21,Nuclear
MED22,Nuclear
MED23,Nuclear
MED24,Nuclear
