Protein,Localization
CDK5RAP2,Cytosol
CDK5RAP3,Secretory
CDK6,Cytosol
CDK7,Nuclear
CDK9,Nuclear
CDKAL1,Secretory
CDKL5,Nuclear
CDKN1B,Nuclear
CDKN1C,Cytosol
CDKN2AIP,Nuclear
CDKN2AIPNL,Nuclear
CDKN2B,Cytosol
CDKN2C,Cytosol
CDNF,Nuclear
CDON,Secretory
CDR2,Cytosol
CDR2L,Cytosol
CDS1,Secretory
CDS2,Secretory
CDV3,Cytosol
CDYL,Nuclear
CDYL2,Nuclear
CEACAM5,Secretory
CEACAM6,Secretory
CEBPA,Nuclear
CEBPB,Nuclear
CEBPZ,Nuclear
CECR5,Mitochondria
CELF1,Nuclear
CELSR1,Secretory
CELSR2,Secretory
CENPB,Nuclear
CENPC,Nuclear
CENPE,Cytosol
CENPF,Nuclear
CENPI,Nuclear
CENPL,Nuclear
CENPO,Nuclear
CENPQ,Nuclear
CENPT,Nuclear
CENPU,Nuclear
CENPV,Nuclear
CEP104,Cytosol
CEP112,Cytosol
CEP120,Secretory
CEP128,Mitochondria
CEP164,Secretory
CEP170,Cytosol
CEP170B,Cytosol
CEP192,Cytosol
CEP250,Cytosol
CEP350,Secretory
CEP41,Cytosol
CEP44,Cytosol
CEP55,Cytosol
CEP57,Secretory
CEP63,Cytosol
CEP68,Secretory
CEP76,Cytosol
CEP78,Cytosol
CEP85,Cytosol
CEP95,Cytosol
CEP97,Cytosol
CERCAM,Secretory
CERK,Secretory
CERS1,Secretory
CERS2,Secretory
CERS5,Secretory
CERS6,Secretory
CES2,Secretory
CETN2,Cytosol
CETN3,Cytosol
CFD,Cytosol
CFDP1,Nuclear
CFH,Cytosol
CFHR2,Secretory
CFHR5,Cytosol
CFI,Cytosol
CFL1,Cytosol
CFL2,Cytosol
CGGBP1,Nuclear
CGN,Cytosol
CGNL1,Cytosol
CGREF1,Secretory
CHAC2,Cytosol
CHAF1A,Nuclear
CHAF1B,Nuclear
CHAMP1,Nuclear
CHCHD1,Mitochondria
CHCHD2,Nuclear
CHCHD3,Mitochondria
CHCHD4,Mitochondria
CHCHD5,Nuclear
CHCHD6,Mitochondria
CHCHD7,Nuclear
CHD1,Nuclear
CHD1L,Nuclear
CHD2,Nuclear
CHD3,Nuclear
CHD4,Nuclear
CHD6,Nuclear
CHD7,Nuclear
CHD8,Nuclear
CHD9,Nuclear
CHDH,Mitochondria
CHEK1,Cytosol
CHEK2,Nuclear
CHERP,Nuclear
CHFR,Nuclear
CHIC2,Secretory
CHID1,Secretory
CHKA,Cytosol
CHKB,Cytosol
CHM,Cytosol
CHML,Cytosol
CHMP1A,Cytosol
CHMP1B,Cytosol
CHMP2A,Cytosol
CHMP2B,Cytosol
CHMP3,Cytosol
CHMP4A,Cytosol
CHMP4B,Cytosol
CHMP4C,Cytosol
CHMP5,Cytosol
CHMP6,Secretory
CHMP7,Cytosol
CHN1,Cytosol
CHORDC1,Cytosol
CHP1,Secretory
CHPF,Secretory
CHPF2,Secretory
CHPT1,Secretory
CHST10,Secretory
CHST11,Secretory
CHST12,Secretory
CHST14,Secretory
CHST15,Secretory
CHST3,Secretory
CHSY1,Secretory
CHTF18,Nuclear
CHTF8,Nuclear
CHTOP,Nuclear
CHUK,Cytosol
CIAO1,Cytosol
CIAPIN1,Cytosol
CIB1,Secretory
CIC,Nuclear
CILP2,Secretory
CINP,Cytosol
CIR1,Nuclear
CIRBP,Nuclear
CIRH1A,Nuclear
CISD1,Mitochondria
CISD2,Secretory
CISD3,Mitochondria
CIT,Cytosol
CIZ1,Nuclear
CKAP4,Secretory
CKAP5,Cytosol
CKB,Cytosol
CKS2,Cytosol
CLASP1,Cytosol
CLASP2,Cytosol
CLASRP,Nuclear
CLCC1,Secretory
CLCN2,Secretory
CLCN3,Secretory
CLCN5,Secretory
CLCN6,Secretory
CLCN7,Secretory
CLDN3,Secretory
CLDN4,Secretory
CLDND1,Secretory
CLEC16A,Cytosol
CLEC3B,Cytosol
CLGN,Secretory
CLIC1,Cytosol
CLIC3,Cytosol
CLIC4,Cytosol
CLIC6,Cytosol
CLINT1,Secretory
CLIP1,Cytosol
CLIP2,Cytosol
CLK1,Nuclear
CLK2,Nuclear
CLK3,Nuclear
CLK4,Nuclear
CLMN,Secretory
CLN3,Secretory
CLN5,Secretory
CLNS1A,Cytosol
CLP1,Nuclear
CLPB,Mitochondria
CLPP,Mitochondria
CLPTM1,Secretory
CLPTM1L,Secretory
CLPX,Mitochondria
CLSTN1,Secretory
CLSTN2,Secretory
CLSTN3,Secretory
CLTA,Cytosol
CLTB,Cytosol
CLTC,Cytosol
CLU,Secretory
CLUAP1,Cytosol
CLUH,Cytosol
CMAS,Nuclear
CMBL,Cytosol
CMC1,Nuclear
CMC2,Mitochondria
CMIP,Cytosol
CMPK1,Cytosol
CMSS1,Nuclear
CMTM4,Secretory
CMTR1,Nuclear
CMTR2,Cytosol
CNBP,Cytosol
CNDP1,Cytosol
CNDP2,Cytosol
CNIH4,Secretory
CNKSR1,Cytosol
CNN2,Cytosol
CNNM2,Secretory
CNNM3,Secretory
CNNM4,Secretory
CNOT4,Cytosol
CNOT8,Cytosol
CNP,Secretory
CNPY3,Nuclear
CNST,Secretory
CNTN4,Cytosol
CNTRL,Cytosol
COA3,Mitochondria
COA4,Cytosol
COA6,Nuclear
COA7,Nuclear
COASY,Cytosol
COBL,Secretory
COBLL1,Cytosol
COG1,Cytosol
COG2,Cytosol
COG3,Cytosol
COG4,Cytosol
COG5,Cytosol
COG6,Cytosol
COG7,Cytosol
COG8,Cytosol
COIL,Nuclear
COL12A1,Secretory
COL18A1,Secretory
COL1A1,Cytosol
COL1A2,Cytosol
COL2A1,Secretory
COL3A1,Cytosol
COL4A3BP,Cytosol
COL5A1,Secretory
COL6A1,Secretory
COL6A2,Secretory
COL7A1,Cytosol
COLGALT1,Secretory
COLGALT2,Secretory
COMMD1,Cytosol
COMMD10,Cytosol
COMMD2,Cytosol
COMMD4,Cytosol
COMMD5,Cytosol
COMMD6,Cytosol
COMMD7,Cytosol
COMMD8,Cytosol
COMMD9,Cytosol
COMP,Cytosol
COMT,Cytosol
COMTD1,Mitochondria
COPA,Cytosol
COPB1,Cytosol
COPB2,Cytosol
COPE,Cytosol
COPG1,Cytosol
COPG2,Cytosol
COPS2,Cytosol
COPS3,Cytosol
COPS4,Cytosol
COPS5,Cytosol
COPS6,Cytosol
COPS7A,Cytosol
COPS7B,Cytosol
COPS8,Cytosol
COPZ1,Cytosol
COQ10B,Mitochondria
COQ2,Mitochondria
COQ3,Secretory
COQ5,Secretory
COQ7,Secretory
CORO1A,Cytosol
CORO1B,Cytosol
CORO1C,Nuclear
CORO2A,Secretory
COTL1,Cytosol
COX11,Mitochondria
COX14,Mitochondria
COX15,Mitochondria
COX16,Mitochondria
COX17,Nuclear
COX18,Mitochondria
COX19,Nuclear
COX20,Mitochondria
COX4I1,Mitochondria
COX5A,Mitochondria
COX5B,Mitochondria
COX6B1,Mitochondria
COX6C,Mitochondria
COX7A2,Mitochondria
COX7A2L,Mitochondria
COX7B,Mitochondria
COX7C,Mitochondria
CP,Cytosol
CPB2,Nuclear
CPD,Secretory
CPE,Secretory
CPN1,Nuclear
CPN2,Cytosol
CPNE1,Cytosol
CPNE2,Cytosol
CPNE3,Cytosol
CPNE7,Cytosol
CPOX,Nuclear
CPPED1,Cytosol
CPQ,Nuclear
CPS1,Mitochondria
CPSF1,Nuclear
CPSF2,Nuclear
CPSF3,Cytosol
CPSF3L,Nuclear
CPSF4,Nuclear
CPSF6,Nuclear
CPSF7,Nuclear
CPT2,Mitochondria
CRABP1,Cytosol
CRABP2,Cytosol
CRADD,Cytosol
CRAMP1L,Nuclear
CRBN,Cytosol
CRCP,Nuclear
CREB1,Nuclear
CREB3L4,Secretory
CREBBP,Nuclear
CRELD1,Secretory
CRELD2,Nuclear
CRIM1,Secretory
CRIP2,Cytosol
CRISP3,Cytosol
CRISPLD2,Secretory
CRK,Cytosol
CRKL,Cytosol
CRLF1,Secretory
CRLF3,Cytosol
CRNKL1,Nuclear
CROCC,Cytosol
CROT,Secretory
CRP,Nuclear
CRTAP,Secretory
CRTC1,Cytosol
CRTC2,Cytosol
CRTC3,Cytosol
CRY2,Nuclear
CRYBG3,Cytosol
CRYL1,Cytosol
CRYZ,Cytosol
CRYZL1,Cytosol
CS,Mitochondria
CSAD,Cytosol
CSDE1,Cytosol
CSE1L,Cytosol
CSGALNACT2,Secretory
CSK,Cytosol
CSNK1A1,Secretory
CSNK1D,Nuclear
CSNK1E,Secretory
CSNK1G2,Secretory
CSNK1G3,Secretory
CSNK2A1,Cytosol
CSNK2A2,Cytosol
CSPP1,Cytosol
CSRP1,Cytosol
CSRP2,Cytosol
CSRP2BP,Nuclear
CSRP3,Cytosol
CST3,Secretory
CST6,Nuclear
CSTA,Cytosol
CSTB,Cytosol
CSTF1,Nuclear
CSTF2,Nuclear
CSTF2T,Cytosol
CSTF3,Nuclear
CTBP1,Nuclear
CTBP2,Nuclear
CTBS,Nuclear
CTC1,Cytosol
CTCF,Nuclear
CTDNEP1,Secretory
CTDP1,Nuclear
CTDSP1,Secretory
CTDSP2,Secretory
CTDSPL,Secretory
CTDSPL2,Nuclear
CTGF,Cytosol
CTH,Cytosol
CTIF,Cytosol
CTNNA1,Secretory
CTNNA2,Mitochondria
CTNNAL1,Secretory
CTNNB1,Secretory
CTNNBIP1,Cytosol
CTNNBL1,Nuclear
CTPS1,Cytosol
CTPS2,Cytosol
CTR9,Nuclear
CTSA,Secretory
CTSB,Nuclear
CTSD,Nuclear
CTSF,Secretory
CTSL,Nuclear
CTSV,Secretory
CTTN,Cytosol
CTTNBP2NL,Cytosol
CTU1,Cytosol
CTU2,Cytosol
CUEDC1,Cytosol
CUEDC2,Cytosol
CUL1,Cytosol
CUL2,Cytosol
CUL3,Cytosol
CUL4A,Cytosol
CUL5,Cytosol
CUL7,Cytosol
CUL9,Cytosol
CUTA,Cytosol
CUTC,Nuclear
CUX1,Secretory
CWC15,Nuclear
CWC22,Nuclear
CWC25,Nuclear
CWC27,Nuclear
CWF19L1,Nuclear
CWF19L2,Nuclear
CXADR,Secretory
CXCL12,Secretory
CXCL16,Secretory
CXorf23,Nuclear
CXorf38,Cytosol
CXorf56,Nuclear
CXXC1,Nuclear
CYB561,Secretory
CYB5A,Secretory
CYB5B,Secretory
CYB5D2,Secretory
CYB5R1,Mitochondria
CYB5R3,Secretory
CYB5R4,Cytosol
CYBA,Secretory
CYC1,Mitochondria
CYCS,Nuclear
CYFIP1,Cytosol
CYFIP2,Cytosol
CYHR1,Nuclear
CYLD,Cytosol
CYP1B1,Secretory
CYP20A1,Secretory
CYP2J2,Secretory
CYP2S1,Secretory
CYP2U1,Secretory
CYP4V2,Nuclear
CYP4Z1,Cytosol
CYP51A1,Secretory
CYR61,Secretory
CYSTM1,Secretory
CYTH1,Cytosol
CYTH2,Cytosol
CYTH3,Cytosol
D2HGDH,Mitochondria
DAAM1,Secretory
DAB2IP,Cytosol
DACH1,Nuclear
DAD1,Secretory
DAG1,Secretory
DAGLB,Secretory
DAK,Cytosol
DALRD3,Cytosol
DAP,Cytosol
DAP3,Secretory
DAPK1,Nuclear
DAPK3,Cytosol
DARS,Cytosol
DARS2,Mitochondria
DAXX,Nuclear
DAZAP1,Nuclear
DBI,Cytosol
DBN1,Secretory
DBNL,Cytosol
DBR1,Nuclear
DBT,Mitochondria
DCAF10,Cytosol
DCAF11,Cytosol
DCAF13,Nuclear
DCAF15,Nuclear
DCAF16,Cytosol
DCAF4,Nuclear
DCAF5,Nuclear
DCAF6,Cytosol
DCAF7,Cytosol
DCBLD1,Secretory
DCBLD2,Secretory
DCK,Cytosol
DCLK1,Cytosol
DCP1B,Nuclear
DCP2,Nuclear
DCPS,Nuclear
DCTD,Cytosol
DCTN1,Cytosol
DCTN2,Cytosol
DCTN3,Cytosol
DCTN4,Cytosol
DCTN5,Cytosol
DCTN6,Cytosol
DCTPP1,Cytosol
DCUN1D1,Cytosol
DCUN1D3,Secretory
DCUN1D4,Nuclear
DCUN1D5,Nuclear
DCXR,Cytosol
DDA1,Nuclear
DDAH1,Cytosol
DDAH2,Cytosol
DDB1,Cytosol
DDB2,Nuclear
DDHD1,Cytosol
DDHD2,Cytosol
DDI2,Cytosol
DDOST,Secretory
DDR1,Secretory
DDRGK1,Secretory
DDT,Cytosol
DDX1,Nuclear
DDX10,Nuclear
DDX17,Nuclear
DDX18,Nuclear
DDX19A,Cytosol
DDX20,Nuclear
DDX21,Nuclear
DDX23,Nuclear
DDX24,Nuclear
DDX26B,Nuclear
DDX27,Nuclear
DDX28,Secretory
DDX31,Nuclear
DDX39A,Nuclear
DDX39B,Nuclear
DDX3X,Nuclear
DDX41,Nuclear
DDX42,Nuclear
DDX46,Nuclear
DDX47,Nuclear
DDX49,Nuclear
DDX5,Nuclear
DDX50,Nuclear
DDX51,Nuclear
DDX52,Nuclear
DDX54,Nuclear
DDX55,Nuclear
DDX56,Nuclear
DDX58,Cytosol
DDX59,Nuclear
DECR1,Mitochondria
DECR2,Secretory
DEF6,Cytosol
DEF8,Cytosol
DEGS1,Secretory
DEGS2,Secretory
DEK,Nuclear
DENND1A,Cytosol
DENND1B,Cytosol
DENND2D,Secretory
DENND3,Cytosol
DENND4A,Cytosol
DENND4B,Cytosol
DENND4C,Cytosol
DENND6A,Cytosol
DENR,Cytosol
DEPDC5,Cytosol
DEPTOR,Cytosol
DERA,Cytosol
DERL1,Secretory
DERL2,Secretory
DES,Mitochondria
DESI1,Cytosol
DESI2,Secretory
DET1,Cytosol
DFFA,Cytosol
DFFB,Nuclear
DFNB31,Cytosol
DGAT1,Secretory
DGCR14,Nuclear
DGCR2,Secretory
DGCR8,Nuclear
DGKA,Cytosol
DGKE,Secretory
DGKH,Cytosol
DGKQ,Cytosol
DGKZ,Cytosol
DHCR24,Secretory
DHCR7,Secretory
DHDDS,Secretory
DHFR,Cytosol
DHODH,Mitochondria
DHPS,Cytosol
DHRS1,Secretory
DHRS11,Cytosol
DHRS13,Secretory
DHRS2,Mitochondria
DHRS3,Secretory
DHRS7,Secretory
DHRS7B,Secretory
DHRSX,Secretory
DHTKD1,Mitochondria
DHX15,Nuclear
DHX16,Nuclear
DHX29,Cytosol
DHX30,Secretory
DHX32,Cytosol
DHX33,Nuclear
DHX34,Nuclear
DHX35,Nuclear
DHX36,Nuclear
DHX37,Nuclear
DHX38,Nuclear
DHX40,Nuclear
DHX57,Nuclear
DHX8,Nuclear
DHX9,Nuclear
DIABLO,Nuclear
DIAPH1,Cytosol
DIAPH2,Cytosol
DIAPH3,Cytosol
DICER1,Nuclear
DIDO1,Nuclear
DIEXF,Nuclear
DIMT1,Nuclear
DIP2A,Cytosol
DIP2B,Cytosol
DIP2C,Cytosol
DIS3,Nuclear
DIS3L,Cytosol
DIS3L2,Cytosol
DISP1,Secretory
DKC1,Nuclear
DLAT,Secretory
DLD,Mitochondria
DLG5,Secretory
DLGAP4,Cytosol
DLGAP5,Cytosol
DLST,Secretory
DMAP1,Nuclear
DMPK,Cytosol
DMTN,Cytosol
DMWD,Cytosol
DMXL1,Cytosol
DMXL2,Cytosol
DNA2,Cytosol
DNAAF2,Cytosol
DNAJA1,Cytosol
DNAJA2,Cytosol
DNAJA3,Mitochondria
DNAJA4,Cytosol
DNAJB1,Cytosol
DNAJB11,Secretory
DNAJB12,Secretory
DNAJB14,Secretory
DNAJB2,Cytosol
DNAJB4,Cytosol
DNAJB5,Cytosol
DNAJB6,Secretory
DNAJB9,Secretory
DNAJC1,Secretory
DNAJC10,Secretory
DNAJC11,Mitochondria
DNAJC12,Cytosol
DNAJC13,Secretory
DNAJC14,Secretory
DNAJC16,Secretory
DNAJC17,Nuclear
DNAJC19,Mitochondria
DNAJC2,Cytosol
DNAJC21,Cytosol
DNAJC25,Secretory
DNAJC3,Secretory
DNAJC30,Mitochondria
DNAJC5,Secretory
DNAJC7,Cytosol
DNAJC8,Nuclear
DNAJC9,Nuclear
DNAL1,Cytosol
DNAL4,Cytosol
DNASE1L1,Secretory
DNASE2,Nuclear
DNLZ,Mitochondria
DNM1,Cytosol
DNM1L,Cytosol
DNM2,Cytosol
DNMBP,Cytosol
DNMT1,Nuclear
DNMT3A,Nuclear
DNMT3B,Nuclear
DNPEP,Cytosol
DNPH1,Cytosol
DNTTIP1,Nuclear
DNTTIP2,Nuclear
DOCK1,Cytosol
DOCK10,Secretory
DOCK11,Secretory
DOCK5,Cytosol
DOCK6,Secretory
DOCK7,Secretory
DOCK8,Secretory
DOCK9,Secretory
DOHH,Cytosol
DOK1,Cytosol
DOLPP1,Secretory
DOPEY1,Cytosol
DOPEY2,Cytosol
DPAGT1,Secretory
DPCD,Cytosol
DPF2,Nuclear
DPH2,Cytosol
DPH5,Cytosol
DPH6,Cytosol
DPH7,Cytosol
DPM1,Secretory
DPM3,Secretory
DPP3,Cytosol
DPP4,Secretory
DPP8,Cytosol
DPP9,Cytosol
DPY19L1,Secretory
DPY19L3,Secretory
DPY19L4,Secretory
DPY30,Nuclear
DPYD,Cytosol
DPYSL2,Cytosol
DPYSL3,Cytosol
DPYSL4,Cytosol
DPYSL5,Cytosol
DR1,Nuclear
DRAP1,Nuclear
DRG1,Cytosol
DRG2,Cytosol
DROSHA,Nuclear
DSC1,Secretory
DSCC1,Nuclear
DSCR3,Cytosol
DSE,Secretory
DSN1,Nuclear
DSP,Cytosol
DST,Cytosol
DSTN,Cytosol
DSTYK,Cytosol
DTD1,Cytosol
DTD2,Cytosol
DTL,Nuclear
DTNBP1,Cytosol
DTWD1,Nuclear
DTWD2,Cytosol
DTX3,Cytosol
DTX3L,Cytosol
DTYMK,Cytosol
DUS1L,Nuclear
DUS2,Cytosol
DUS3L,Nuclear
DUSP11,Nuclear
DUSP12,Cytosol
DUSP14,Cytosol
DUSP22,Secretory
DUSP23,Cytosol
DUSP3,Cytosol
DUT,Cytosol
DVL1,Mitochondria
DVL2,Cytosol
DVL3,Cytosol
DYM,Cytosol
DYNC1H1,Cytosol
DYNC1I2,Cytosol
DYNC1LI1,Cytosol
DYNC1LI2,Cytosol
DYNC2H1,Cytosol
DYNC2LI1,Cytosol
DYNLL1,Cytosol
DYNLL2,Cytosol
DYNLRB1,Cytosol
DYNLT1,Cytosol
DYNLT3,Cytosol
DYRK1A,Cytosol
DYRK1B,Cytosol
E2F3,Nuclear
E2F4,Cytosol
E2F5,Cytosol
E2F6,Nuclear
E4F1,Cytosol
EAF1,Nuclear
EAPP,Nuclear
EARS2,Mitochondria
EBAG9,Secretory
EBNA1BP2,Nuclear
EBP,Secretory
ECD,Cytosol
ECE1,Secretory
ECE2,Cytosol
ECH1,Mitochondria
ECHDC2,Nuclear
ECHS1,Mitochondria
ECI1,Mitochondria
ECM1,Cytosol
ECSIT,Mitochondria
ECT2,Secretory
EDARADD,Cytosol
EDC3,Cytosol
EDC4,Cytosol
EDEM1,Secretory
EDEM2,Secretory
EDEM3,Secretory
EDF1,Cytosol
EDRF1,Cytosol
EEA1,Nuclear
EED,Nuclear
EEF1A1,Cytosol
EEF1A2,Cytosol
EEF1B2,Cytosol
EEF1D,Cytosol
EEF1G,Cytosol
EEF2,Cytosol
EEF2K,Cytosol
EEFSEC,Cytosol
EEPD1,Mitochondria
EFCAB14,Secretory
EFCAB4A,Secretory
EFCAB4B,Secretory
EFCAB7,Nuclear
EFHD1,Secretory
EFHD2,Cytosol
EFNA1,Secretory
EFNA5,Secretory
EFNB1,Secretory
EFNB2,Secretory
EFR3A,Secretory
EFR3B,Secretory
EFTUD1,Cytosol
EFTUD2,Nuclear
EGFL7,Secretory
EGFR,Secretory
EGLN1,Cytosol
EHBP1,Cytosol
EHD1,Cytosol
EHD2,Cytosol
EHD3,Cytosol
EHD4,Cytosol
EHHADH,Secretory
EHMT1,Nuclear
EHMT2,Nuclear
EIF1,Cytosol
EIF1AD,Cytosol
EIF2A,Cytosol
EIF2AK2,Nuclear
EIF2AK3,Secretory
EIF2AK4,Cytosol
EIF2B1,Cytosol
EIF2B2,Cytosol
EIF2B3,Cytosol
EIF2B4,Cytosol
EIF2B5,Cytosol
EIF2D,Cytosol
EIF2S1,Cytosol
EIF2S2,Cytosol
EIF3A,Nuclear
EIF3B,Cytosol
EIF3C,Nuclear
EIF3D,Cytosol
EIF3E,Cytosol
EIF3F,Nuclear
EIF3G,Cytosol
EIF3H,Cytosol
EIF3I,Cytosol
EIF3J,Cytosol
EIF3K,Cytosol
EIF3L,Nuclear
EIF3M,Cytosol
EIF4A1,Cytosol
EIF4A2,Cytosol
EIF4A3,Nuclear
EIF4B,Cytosol
EIF4E,Cytosol
EIF4E2,Cytosol
EIF4EBP1,Cytosol
EIF4EBP2,Cytosol
EIF4G1,Cytosol
EIF4G2,Cytosol
EIF4G3,Cytosol
EIF4H,Cytosol
EIF5,Cytosol
EIF5A,Cytosol
EIF5A2,Cytosol
EIF5B,Cytosol
EIF6,Cytosol
ELAC1,Cytosol
ELAC2,Nuclear
ELAVL1,Nuclear
ELF1,Nuclear
ELF2,Nuclear
ELF3,Nuclear
ELK1,Nuclear
ELK4,Nuclear
ELL,Nuclear
ELMO2,Cytosol
ELMO3,Cytosol
ELMOD2,Secretory
ELMSAN1,Nuclear
ELOF1,Nuclear
ELOVL1,Secretory
ELOVL5,Secretory
ELP2,Cytosol
ELP3,Cytosol
ELP4,Cytosol
ELP6,Cytosol
EMB,Secretory
EMC1,Secretory
EMC10,Secretory
EMC2,Secretory
EMC3,Secretory
EMC4,Secretory
EMC6,Secretory
EMC7,Secretory
EMC8,Secretory
EMD,Secretory
EME1,Nuclear
EML1,Cytosol
EML2,Cytosol
EML3,Cytosol
EML4,Cytosol
EMP2,Secretory
EMR2,Secretory
ENAH,Cytosol
ENDOD1,Secretory
ENDOG,Nuclear
ENDOV,Cytosol
ENGASE,Nuclear
ENO1,Cytosol
ENO2,Cytosol
ENO3,Cytosol
ENOPH1,Cytosol
ENOSF1,Cytosol
ENPP1,Secretory
ENPP4,Secretory
ENPP5,Secretory
ENSA,Cytosol
ENTPD2,Secretory
ENTPD3,Secretory
ENTPD4,Secretory
ENTPD5,Secretory
ENTPD6,Secretory
ENTPD7,Secretory
ENY2,Cytosol
EOGT,Secretory
EP300,Nuclear
EP400,Nuclear
EPB41,Mitochondria
EPB41L2,Mitochondria
EPB41L4A,Secretory
EPB41L4B,Secretory
EPB41L5,Secretory
EPC1,Nuclear
EPC2,Nuclear
EPCAM,Secretory
EPDR1,Secretory
EPG5,Cytosol
EPHA1,Secretory
EPHA2,Secretory
EPHA3,Secretory
EPHA4,Secretory
EPHB2,Secretory
EPHB3,Secretory
EPHB4,Secretory
EPHX1,Secretory
EPHX2,Cytosol
EPHX4,Secretory
EPM2A,Cytosol
EPN1,Cytosol
EPN2,Mitochondria
EPN3,Mitochondria
EPPK1,Cytosol
EPRS,Cytosol
EPS15,Cytosol
EPS15L1,Cytosol
EPS8,Cytosol
EPS8L1,Cytosol
EPS8L2,Cytosol
ERAL1,Mitochondria
ERBB2,Secretory
ERBB3,Secretory
ERBB4,Secretory
ERC1,Cytosol
ERCC1,Nuclear
ERCC2,Nuclear
ERCC3,Nuclear
ERCC4,Nuclear
ERCC5,Nuclear
ERCC6,Nuclear
ERCC6L,Cytosol
ERCC8,Cytosol
ERF,Cytosol
ERGIC1,Secretory
ERGIC2,Secretory
ERGIC3,Secretory
ERH,Nuclear
ERI1,Nuclear
ERI3,Cytosol
ERICH1,Nuclear
ERLEC1,Secretory
ERLIN1,Secretory
ERLIN2,Secretory
ERMAP,Secretory
ERMP1,Secretory
ERN1,Secretory
ERO1LB,Secretory
ERP29,Nuclear
ERP44,Secretory
ESAM,Secretory
ESCO1,Nuclear
ESCO2,Nuclear
ESD,Cytosol
ESF1,Nuclear
ESPL1,Cytosol
ESPN,Cytosol
ESRP1,Cytosol
ESRP2,Nuclear
ESRRA,Nuclear
ESYT1,Secretory
ESYT2,Secretory
ETF1,Cytosol
ETFA,Mitochondria
ETFB,Nuclear
ETFDH,Mitochondria
ETNK1,Cytosol
ETV6,Nuclear
EVI5,Cytosol
EVI5L,Cytosol
EVL,Cytosol
EVPL,Cytosol
EWSR1,Nuclear
EXD2,Mitochondria
EXOC1,Cytosol
EXOC2,Cytosol
EXOC3,Cytosol
EXOC4,Cytosol
EXOC5,Cytosol
EXOC6,Cytosol
EXOC6B,Cytosol
EXOC7,Cytosol
EXOC8,Cytosol
EXOG,Mitochondria
EXOSC1,Nuclear
EXOSC10,Nuclear
EXOSC2,Nuclear
EXOSC3,Nuclear
EXOSC4,Nuclear
EXOSC5,Nuclear
EXOSC6,Nuclear
EXOSC7,Nuclear
EXOSC8,Nuclear
EXOSC9,Nuclear
EXT1,Secretory
EXT2,Secretory
EXTL3,Secretory
EYA3,Nuclear
EZH1,Nuclear
EZH2,Nuclear
EZR,Cytosol
F11R,Secretory
F13A1,Secretory
F3,Secretory
F5,Secretory
FAAH,Secretory
FABP5,Cytosol
FABP6,Cytosol
FADD,Cytosol
FADS1,Secretory
FADS3,Secretory
FAF1,Cytosol
FAF2,Secretory
FAH,Cytosol
FAHD2A,Cytosol
FAIM,Cytosol
FAM102A,Cytosol
FAM102B,Cytosol
FAM103A1,Nuclear
FAM105A,Secretory
FAM107B,Cytosol
FAM109A,Cytosol
FAM109B,Cytosol
FAM110A,Cytosol
FAM110B,Cytosol
FAM111A,Nuclear
FAM111B,Nuclear
FAM114A1,Cytosol
FAM114A2,Cytosol
FAM115A,Cytosol
FAM115C,Cytosol
FAM117A,Cytosol
FAM117B,Cytosol
FAM120A,Nuclear
FAM120B,Cytosol
FAM120C,Nuclear
FAM122A,Nuclear
FAM122B,Nuclear
FAM126A,Secretory
FAM126B,Secretory
FAM129A,Cytosol
FAM129B,Cytosol
FAM134A,Secretory
FAM134B,Secretory
FAM134C,Secretory
FAM136A,Nuclear
FAM160A1,Cytosol
FAM160A2,Cytosol
FAM160B1,Cytosol
FAM160B2,Cytosol
FAM162A,Mitochondria
FAM169A,Nuclear
FAM171B,Secretory
FAM172A,Nuclear
FAM173B,Mitochondria
FAM175A,Nuclear
FAM175B,Cytosol
FAM177A1,Secretory
FAM185A,Mitochondria
FAM188A,Cytosol
FAM188B,Cytosol
FAM192A,Nuclear
FAM193A,Nuclear
FAM193B,Secretory
FAM195B,Cytosol
FAM198B,Secretory
FAM199X,Nuclear
FAM204A,Nuclear
FAM206A,Nuclear
FAM207A,Nuclear
FAM208A,Nuclear
FAM208B,Nuclear
FAM20B,Secretory
FAM20C,Secretory
FAM210A,Mitochondria
FAM213A,Secretory
FAM213B,Cytosol
FAM21C,Cytosol
FAM32A,Nuclear
FAM3C,Secretory
FAM45A,Cytosol
FAM49B,Cytosol
FAM50A,Nuclear
FAM50B,Nuclear
FAM57A,Secretory
FAM60A,Nuclear
FAM63A,Cytosol
FAM63B,Cytosol
FAM65A,Cytosol
FAM69A,Secretory
FAM73A,Mitochondria
FAM73B,Mitochondria
FAM76A,Nuclear
FAM76B,Nuclear
FAM83D,Cytosol
FAM83F,Secretory
FAM83G,Secretory
FAM83H,Mitochondria
FAM84B,Cytosol
FAM8A1,Secretory
FAM91A1,Cytosol
FAM92A1,Cytosol
FAM96A,Cytosol
FAM96B,Cytosol
FAM98A,Nuclear
FAM98B,Nuclear
FAM98C,Cytosol
FANCD2,Nuclear
FANCI,Nuclear
FAR1,Secretory
FARP1,Secretory
FARS2,Mitochondria
FARSA,Nuclear
FAS,Secretory
FASN,Cytosol
FASTK,Secretory
FASTKD1,Mitochondria
FASTKD2,Mitochondria
FASTKD3,Secretory
FASTKD5,Mitochondria
FAT1,Secretory
FAT4,Secretory
FBL,Nuclear
FBLIM1,Cytosol
